# -*- fill-column: 79 -*-
#
# This file contains named palettes that can be specified to "bleopt
# colorglass_base16_palette".  The first column is the name of the palette.
# The next 16 values ($2..$17) provides the codes of the basic 16 colors.  $18
# and $19 is the default foreground and background colors, and $20 is the
# cursor color, if available.

# https://github.com/akinomyoga/contra
TrappedinAmber                 0x4a3220 0xe05c1c 0x7a9c4a 0xf0a020 0x4a7ec9 0xc95a8c 0x7a9ea8 0xffd9a0 0x5a4a3a 0xff7832 0xa8c46b 0xffd700 0x6b9fff 0xff7fa8 0xa5c2cc 0xfff5e0 0xf0a020 0x0a1017 0xffc940
Treehouse                      0x321300 0xb2270e 0x44a900 0xaa820c 0x58859a 0x97363d 0xb25a1e 0x786b53 0x504333 0xed5d20 0x55f238 0xf2b732 0x85cfed 0xe14c5a 0xf07d14 0xffc800 0x786b53 0x191919 0xfac814
Twilight                       0x141414 0xc06d44 0xafb97a 0xc2a86c 0x44474a 0xb4be7c 0x778385 0xffffd4 0x404040 0xde7c4c 0xccd88c 0xe2c47e 0x5a5e62 0xd0dc8e 0x8a989b 0xffffd4 0xffffd4 0x141414 0xffffff
Ubuntu                         0x2e3436 0xcc0000 0x4e9a06 0xc4a000 0x3465a4 0x75507b 0x06989a 0xd3d7cf 0x555753 0xef2929 0x8ae234 0xfce94f 0x729fcf 0xad7fa8 0x34e2e2 0xeeeeec 0xeeeeec 0x300a24 0xbbbbbb
UltraDark                      0x000000 0xf07178 0xc3e88d 0xffcb6b 0x82aaff 0xc792ea 0x89ddff 0xcccccc 0x404040 0xf6a9ae 0xdbf1ba 0xffdfa6 0xb4ccff 0xddbdf2 0xb8eaff 0xffffff 0xffffff 0x000000 0xfefefe
UltraViolent                   0x242728 0xff0090 0xb6ff00 0xfff727 0x47e0fb 0xd731ff 0x0effbb 0xe1e1e1 0x636667 0xfb58b4 0xdeff8c 0xebe087 0x7fecff 0xe681ff 0x69fcd3 0xf9f9f5 0xc1c1c1 0x242728 0xc1c1c1
UnderTheSea                    0x022026 0xb2302d 0x00a941 0x59819c 0x459a86 0x00599d 0x5d7e19 0x405555 0x384451 0xff4242 0x2aea5e 0x8ed4fd 0x61d5ba 0x1298ff 0x98d028 0x58fbd6 0xffffff 0x011116 0x4afcd6
Unikitty                       0x0c0c0c 0xa80f20 0xc7ff98 0xfff964 0x145fcd 0xffe9ff 0x9effef 0xfcf1fb 0x434343 0xd91329 0xd3ffaf 0xffef50 0x0075ea 0xffefff 0x93ffef 0xfff3fe 0x0b0b0b 0xff8cd9 0xc7ff98
Urple                          0x000000 0xb0425b 0x37a415 0xad5c42 0x564d9b 0x6c3ca1 0x808080 0x87799c 0x6a3f32 0xff6388 0x29e620 0xf08161 0x867aed 0xa05eee 0xeaeaea 0xbfa3ff 0x877a9b 0x1b1b23 0xa063eb
Vague                          0x252530 0xd8647e 0x7fa563 0xf3be7c 0x6e94b2 0xbb9dbd 0xaeaed1 0xcdcdcd 0x606079 0xe08398 0x99b782 0xf5cb96 0x8ba9c1 0xc9b1ca 0xbebeda 0xd7d7d7 0xcdcdcd 0x141415 0xcdcdcd
Vaughn                         0x25234f 0x705050 0x60b48a 0xdfaf8f 0x5555ff 0xf08cc3 0x8cd0d3 0x709080 0x709080 0xdca3a3 0x60b48a 0xf0dfaf 0x5555ff 0xec93d3 0x93e0e3 0xffffff 0xdcdccc 0x25234f 0xff5555
VelvetCourt                    0x2f1629 0xee5c82 0x9ad08a 0xf0c44e 0xb392e8 0xd087e0 0x6fd0c8 0xe2c8d8 0x836075 0xee5c82 0x9ad08a 0xe8964f 0xb392e8 0xd087e0 0x6fd0c8 0xf2dcea 0xf2dcea 0x1f0e1c 0xf0c44e
Vercel                         0x000000 0xfc0036 0x29a948 0xffae00 0x006aff 0xf32882 0x00ac96 0xfeffff 0xa8a8a8 0xff8080 0x4be15d 0xffae00 0x49aeff 0xf97ea8 0x00e4c4 0xfefefe 0xfafafa 0x101010 0xf32882
Verdigris                      0x221c12 0xd9604f 0xa8b86a 0xd9a441 0x5fbfb0 0xb98fb0 0x8fd6b0 0xbfb29a 0x6e6450 0xd9604f 0xa8b86a 0xc97a45 0x5fbfb0 0xb98fb0 0x8fd6b0 0xe8dcc6 0xe8dcc6 0x14110b 0xce8b45
Vesper                         0x101010 0xf5a191 0x90b99f 0xe6b99d 0xaca1cf 0xe29eca 0xea83a5 0xa0a0a0 0x7e7e7e 0xff8080 0x99ffe4 0xffc799 0xb9aeda 0xecaad6 0xf591b2 0xffffff 0xffffff 0x101010 0xacb1ab
VibrantInk                     0x878787 0xff6600 0xccff04 0xffcc00 0x44b4cc 0x9933cc 0x44b4cc 0xf5f5f5 0x555555 0xff0000 0x00ff00 0xffff00 0x0000ff 0xff00ff 0x00ffff 0xe5e5e5 0xffffff 0x000000 0xffffff
Vimbones                       0xf0f0ca 0xa8334c 0x4f6c31 0x944927 0x286486 0x88507d 0x3b8992 0x353535 0xacac89 0x94253e 0x3f5a22 0x803d1c 0x1d5573 0x7b3b70 0x2b747c 0x5c5c5c 0x353535 0xf0f0ca 0x353535
VioletDark                     0x56595c 0xc94c22 0x85981c 0xb4881d 0x2e8bce 0xd13a82 0x32a198 0xc9c6bd 0x45484b 0xbd3613 0x738a04 0xa57705 0x2176c7 0xc61c6f 0x259286 0xc9c6bd 0x708284 0x1c1d1f 0x708284
VioletLight                    0x56595c 0xc94c22 0x85981c 0xb4881d 0x2e8bce 0xd13a82 0x32a198 0xb9b6af 0x45484b 0xbd3613 0x738a04 0xa57705 0x2176c7 0xc61c6f 0x259286 0xc9c6bd 0x536870 0xfcf4dc 0x536870
Violite                        0x241c36 0xec7979 0x79ecb3 0xece279 0xa979ec 0xec79ec 0x79ecec 0xeef4f6 0x56447a 0xef8f8f 0x9fefbf 0xefe78f 0xb78fef 0xef8fcf 0x9fefef 0xf8fafc 0xeef4f6 0x241c36 0xeef4f6
WarmNeon                       0x000000 0xe24346 0x39b13a 0xdae145 0x4261c5 0xf920fb 0x2abbd4 0xd0b8a3 0xfefcfc 0xe97071 0x9cc090 0xddda7a 0x7b91d6 0xf674ba 0x5ed1e5 0xd8c8bb 0xafdab6 0x404040 0x30ff24
Wez                            0x000000 0xcc5555 0x55cc55 0xcdcd55 0x5555cc 0xcc55cc 0x7acaca 0xcccccc 0x555555 0xff5555 0x55ff55 0xffff55 0x5555ff 0xff55ff 0x55ffff 0xffffff 0xb3b3b3 0x000000 0x53ae71
Whimsy                         0x535178 0xef6487 0x5eca89 0xfdd877 0x65aef7 0xaa7ff0 0x43c1be 0xffffff 0x535178 0xef6487 0x5eca89 0xfdd877 0x65aef7 0xaa7ff0 0x43c1be 0xffffff 0xb3b0d6 0x29283b 0xb3b0d6
WildCherry                     0x000507 0xd94085 0x2ab250 0xffd16f 0x883cdc 0xececec 0xc1b8b7 0xfff8de 0x009cc9 0xda6bac 0xf4dca5 0xeac066 0x308cba 0xae636b 0xff919d 0xe4838d 0xdafaff 0x1f1726 0xdd00ff
Wilmersdorf                    0x34373e 0xe06383 0x7ebebd 0xcccccc 0xa6c1e0 0xe1c1ee 0x5b94ab 0xababab 0x50545d 0xfa7193 0x8fd7d6 0xd1dfff 0xb2cff0 0xefccfd 0x69abc5 0xd3d3d3 0xc6c6c6 0x282b33 0x7ebebd
Wombat                         0x000000 0xff615a 0xb1e969 0xebd99c 0x5da9f6 0xe86aff 0x82fff7 0xdedacf 0x4a4a4a 0xf58c80 0xddf88f 0xeee5b2 0xa5c7ff 0xddaaff 0xb7fff9 0xffffff 0xdedacf 0x171717 0xbbbbbb
Wryan                          0x333333 0x8c4665 0x287373 0x7c7c99 0x395573 0x5e468c 0x31658c 0x899ca1 0x3d3d3d 0xbf4d80 0x53a6a6 0x9e9ecb 0x477ab3 0x7e62b3 0x6096bf 0xc0c0c0 0x999993 0x101010 0x9e9ecb
XcodeDark                      0x414453 0xff8170 0x78c2b3 0xd9c97c 0x4eb0cc 0xff7ab2 0xb281eb 0xdfdfe0 0x7f8c98 0xff8170 0xacf2e4 0xffa14f 0x6bdfff 0xff7ab2 0xdabaff 0xdfdfe0 0xdfdfe0 0x292a30 0xdfdfe0
XcodeDarkhc                    0x43454b 0xff8a7a 0x83c9bc 0xd9c668 0x4ec4e6 0xff85b8 0xcda1ff 0xffffff 0x838991 0xff8a7a 0xb1faeb 0xffa14f 0x6bdfff 0xff85b8 0xe5cfff 0xffffff 0xffffff 0x1f1f24 0xffffff
XcodeLight                     0xb4d8fd 0xd12f1b 0x3e8087 0x78492a 0x0f68a0 0xad3da4 0x804fb8 0x262626 0x8a99a6 0xd12f1b 0x23575c 0x78492a 0x0b4f79 0xad3da4 0x4b21b0 0x262626 0x262626 0xffffff 0x262626
XcodeLighthc                   0xb4d8fd 0xad1805 0x355d61 0x78492a 0x0058a1 0x9c2191 0x703daa 0x000000 0x8a99a6 0xad1805 0x174145 0x78492a 0x003f73 0x9c2191 0x441ea1 0x000000 0x000000 0xffffff 0x000000
XcodeWWDC                      0x494d5c 0xbb383a 0x94c66e 0xd28e5d 0x8884c5 0xb73999 0x00aba4 0xe7e8eb 0x7f869e 0xbb383a 0x94c66e 0xd28e5d 0x8884c5 0xb73999 0x00aba4 0xe7e8eb 0xe7e8eb 0x292c36 0xe7e8eb
Zenbones                       0xf0edec 0xa8334c 0x4f6c31 0x944927 0x286486 0x88507d 0x3b8992 0x2c363c 0xb5a7a0 0x94253e 0x3f5a22 0x803d1c 0x1d5573 0x7b3b70 0x2b747c 0x4f5e68 0x2c363c 0xf0edec 0x2c363c
ZenbonesDark                   0x1c1917 0xde6e7c 0x819b69 0xb77e64 0x6099c0 0xb279a7 0x66a5ad 0xb4bdc3 0x4d4540 0xe8838f 0x8bae68 0xd68c67 0x61abda 0xcf86c1 0x65b8c1 0x888f94 0xb4bdc3 0x1c1917 0xc4cacf
ZenbonesLight                  0xf0edec 0xa8334c 0x4f6c31 0x944927 0x286486 0x88507d 0x3b8992 0x2c363c 0xb5a7a0 0x94253e 0x3f5a22 0x803d1c 0x1d5573 0x7b3b70 0x2b747c 0x4f5e68 0x2c363c 0xf0edec 0x2c363c
Zenburn                        0x4d4d4d 0x7d5d5d 0x60b48a 0xf0dfaf 0x5d6d7d 0xdc8cc3 0x8cd0d3 0xdcdccc 0x709080 0xdca3a3 0xc3bf9f 0xe0cf9f 0x94bff3 0xec93d3 0x93e0e3 0xffffff 0xdcdccc 0x3f3f3f 0x73635a
Zenburned                      0x404040 0xe3716e 0x819b69 0xb77e64 0x6099c0 0xb279a7 0x66a5ad 0xf0e4cf 0x6f6768 0xec8685 0x8bae68 0xd68c67 0x61abda 0xcf86c1 0x65b8c1 0xc0ab86 0xf0e4cf 0x404040 0xf3eadb
ZenwrittenDark                 0x191919 0xde6e7c 0x819b69 0xb77e64 0x6099c0 0xb279a7 0x66a5ad 0xbbbbbb 0x4a4546 0xe8838f 0x8bae68 0xd68c67 0x61abda 0xcf86c1 0x65b8c1 0x8e8e8e 0xbbbbbb 0x191919 0xc9c9c9
ZenwrittenLight                0xeeeeee 0xa8334c 0x4f6c31 0x944927 0x286486 0x88507d 0x3b8992 0x353535 0xaca9a9 0x94253e 0x3f5a22 0x803d1c 0x1d5573 0x7b3b70 0x2b747c 0x5c5c5c 0x353535 0xeeeeee 0x353535
base16-icy                     0x021012 0x16c2d9 0x4dd0e1 0x80deea 0x00bcd4 0x00adc1 0x26c6d6 0x095b67 0x1e484e 0xb3ebf2 0x4dd0e1 0x80deea 0x00bcd4 0x00adc1 0x26c6d6 0x0c7c7c 0x095b67 0x021012 0x16c2d9
branch                         0x35241c 0xc2562d 0x96a65e 0xd29b5a 0x3b8e8c 0xc47e5b 0x639a90 0xcfc1a9 0x564a45 0xc2562d 0x96a65e 0xd29b5a 0x3b8e8c 0xc47e5b 0x639a90 0xcfc1a9 0xcfc1a9 0x32221a 0xcfc1a9
cyberpunk-icy                  0x1a1a2e 0xff0055 0x00ff9f 0xfffc00 0x7b2fff 0xff00ff 0x00ffff 0xd4b3f7 0x444468 0xff3377 0x33ffb2 0xfffe33 0x9955ff 0xff55ff 0x55ffff 0xffffff 0xd4b3f7 0x0a0a0f 0x00ffff
iTerm2DarkBackground           0x000000 0xc91b00 0x00c200 0xc7c400 0x0225c7 0xca30c7 0x00c5c7 0xc7c7c7 0x686868 0xff6e67 0x5ffa68 0xfffc67 0x6871ff 0xff77ff 0x60fdff 0xffffff 0xc7c7c7 0x000000 0xc7c7c7
iTerm2Default                  0x000000 0xc91b00 0x00c200 0xc7c400 0x2225c4 0xca30c7 0x00c5c7 0xffffff 0x686868 0xff6e67 0x5ffa68 0xfffc67 0x6871ff 0xff77ff 0x60fdff 0xffffff 0xffffff 0x000000 0xe5e5e5
iTerm2LightBackground          0x000000 0xc91b00 0x00c200 0xc7c400 0x0225c7 0xca30c7 0x00c5c7 0xbababa 0x686868 0xff6e67 0x39d442 0xccc934 0x6871ff 0xff77ff 0x3ad7d9 0xffffff 0x000000 0xffffff 0x000000
iTerm2PastelDarkBackground     0x626262 0xff8373 0xb4fb73 0xfffdc3 0xa5d5fe 0xff90fe 0xd1d1fe 0xf1f1f1 0x8f8f8f 0xffc4be 0xd6fcba 0xfffed5 0xc2e3ff 0xffb2fe 0xe6e6fe 0xffffff 0xc7c7c7 0x000000 0xffb473
iTerm2Smoooooth                0x14191e 0xb43c2a 0x00c200 0xc7c400 0x2744c7 0xc040be 0x00c5c7 0xc7c7c7 0x686868 0xdd7975 0x58e790 0xece100 0xa7abf2 0xe17ee1 0x60fdff 0xffffff 0xdcdcdc 0x15191f 0xffffff
iTerm2SolarizedDark            0x073642 0xdc322f 0x859900 0xb58900 0x268bd2 0xd33682 0x2aa198 0xeee8d5 0x335e69 0xcb4b16 0x586e75 0x657b83 0x839496 0x6c71c4 0x93a1a1 0xfdf6e3 0x839496 0x002b36 0x839496
iTerm2SolarizedLight           0x073642 0xdc322f 0x859900 0xb58900 0x268bd2 0xd33682 0x2aa198 0xbbb5a2 0x002b36 0xcb4b16 0x586e75 0x657b83 0x839496 0x6c71c4 0x93a1a1 0xfdf6e3 0x657b83 0xfdf6e3 0x657b83
iTerm2TangoDark                0x000000 0xd81e00 0x5ea702 0xcfae00 0x427ab3 0x89658e 0x00a7aa 0xdbded8 0x686a66 0xf54235 0x99e343 0xfdeb61 0x84b0d8 0xbc94b7 0x37e6e8 0xf1f1f0 0xffffff 0x000000 0xffffff
iTerm2TangoLight               0x000000 0xd81e00 0x5ea702 0xcfae00 0x427ab3 0x89658e 0x00a7aa 0xc1c4be 0x686a66 0xf54235 0x8cd636 0xd7c53b 0x84b0d8 0xbc94b7 0x1eccce 0xf1f1f0 0x000000 0xffffff 0x000000
novmbr                         0x282a2e 0x9f6434 0x9dac5f 0xcca75f 0x2f7d7c 0xb5896e 0x52877f 0xc7b8ac 0x5d4e47 0x9f6434 0x9dac5f 0xcca75f 0x2f7d7c 0xb5896e 0x52877f 0xc7b8ac 0xc7b8ac 0x241d1a 0xc7b8ac
owl                            0x302c2c 0x5a5a5a 0x989898 0xcacaca 0x656565 0xb1b1b1 0x7f7f7f 0xdedede 0x5d595b 0xda5b2c 0x989898 0xcacaca 0x656565 0xb1b1b1 0x7f7f7f 0xffffff 0xdedede 0x2f2b2c 0xdedede
traffic                        0x282d31 0x934e46 0x637268 0xc79e84 0x515e67 0x715f5e 0x5c6f7d 0xcfb9a8 0x4e575e 0x934e46 0x637270 0xc79e84 0x515e67 0x715f5e 0x5c6f7d 0xddcec2 0xcfb9a8 0x272c30 0xcfb9a8
urban                          0x33303b 0x87404f 0x74934e 0xae835a 0x615772 0x854b64 0x625464 0xc0a79a 0x5c5865 0x87404f 0x74934e 0xae835a 0x615772 0x854b64 0x625464 0xc0a79a 0xc0a79a 0x312e39 0xc0a79a

# The following themes seem to have been removed/renamed between
# b4a9c4d..8c97c3c (2024-08-19..2026-07-11).  We keep these themes for backward
# compatibility.

BuiltinSolarizedDark           0x073642 0xdc322f 0x859900 0xb58900 0x268bd2 0xd33682 0x2aa198 0xeee8d5 0x002b36 0xcb4b16 0x586e75 0x657b83 0x839496 0x6c71c4 0x93a1a1 0xfdf6e3 0x839496 0x002b36 0x839496
BuiltinSolarizedLight          0x073642 0xdc322f 0x859900 0xb58900 0x268bd2 0xd33682 0x2aa198 0xeee8d5 0x002b36 0xcb4b16 0x586e75 0x657b83 0x839496 0x6c71c4 0x93a1a1 0xfdf6e3 0x657b83 0xfdf6e3 0x657b83
Github                         0x3e3e3e 0x970b16 0x07962a 0xf8eec7 0x003e8a 0xe94691 0x89d1ec 0xffffff 0x666666 0xde0000 0x87d5a2 0xf1d007 0x2e6cba 0xffa29f 0x1cfafe 0xffffff 0x3e3e3e 0xf4f4f4 0x3f3f3f
Grey-green                     0x000000 0xfe1414 0x74ff00 0xf1ff01 0x00deff 0xff00f0 0x00ffbc 0xffffff 0x666666 0xff3939 0x00ff44 0xffd100 0x00afff 0xff008a 0x00ffd3 0xf5ecec 0xffffff 0x002a1a 0xfff400
HaX0R_BLUE                     0x010921 0x10b6ff 0x10b6ff 0x10b6ff 0x10b6ff 0x10b6ff 0x10b6ff 0xfafafa 0x080117 0x00b3f7 0x00b3f7 0x00b3f7 0x00b3f7 0x00b3f7 0x00b3f7 0xfefefe 0x11b7ff 0x010515 0x10b6ff
HaX0R_GR33N                    0x001f0b 0x15d00d 0x15d00d 0x15d00d 0x15d00d 0x15d00d 0x15d00d 0xfafafa 0x001510 0x19e20e 0x19e20e 0x19e20e 0x19e20e 0x19e20e 0x19e20e 0xfefefe 0x16b10e 0x020f01 0x15d00d
HaX0R_R3D                      0x1f0000 0xb00d0d 0xb00d0d 0xb00d0d 0xb00d0d 0xb00d0d 0xb00d0d 0xfafafa 0x150000 0xff1111 0xff1010 0xff1010 0xff1010 0xff1010 0xff1010 0xfefefe 0xb10e0e 0x200101 0xb00d0d
IC_Green_PPL                   0x014401 0xff2736 0x41a638 0x76a831 0x2ec3b9 0x50a096 0x3ca078 0xe6fef2 0x035c03 0xb4fa5c 0xaefb86 0xdafa87 0x2efaeb 0x50fafa 0x3cfac8 0xe0f1dc 0xe0f1dc 0x2c2c2c 0x47fa6b
IC_Orange_PPL                  0x000000 0xc13900 0xa4a900 0xcaaf00 0xbd6d00 0xfc5e00 0xf79500 0xffc88a 0x6a4f2a 0xff8c68 0xf6ff40 0xffe36e 0xffbe55 0xfc874f 0xc69752 0xfafaff 0xffcb83 0x262626 0xfc531d
IR_Black                       0x4f4f4f 0xfa6c60 0xa8ff60 0xfffeb7 0x96cafe 0xfa73fd 0xc6c5fe 0xefedef 0x7b7b7b 0xfcb6b0 0xcfffab 0xffffcc 0xb5dcff 0xfb9cfe 0xe0e0fe 0xffffff 0xf1f1f1 0x000000 0x808080
LiquidCarbonTransparentInverse 0xbccccd 0xff3030 0x559a70 0xccac00 0x0099cc 0xcc69c8 0x7ac4cc 0x000000 0xffffff 0xff3030 0x559a70 0xccac00 0x0099cc 0xcc69c8 0x7ac4cc 0x000000 0xafc2c2 0x000000 0xffffff
N0tch2k                        0x383838 0xa95551 0x666666 0xa98051 0x657d3e 0x767676 0xc9c9c9 0xd0b8a3 0x474747 0xa97775 0x8c8c8c 0xa99175 0x98bd5e 0xa3a3a3 0xdcdcdc 0xd8c8bb 0xa0a0a0 0x222222 0xaa9175
NightLionv1                    0x4c4c4c 0xbb0000 0x5fde8f 0xf3f167 0x276bd8 0xbb00bb 0x00dadf 0xbbbbbb 0x555555 0xff5555 0x55ff55 0xffff55 0x5555ff 0xff55ff 0x55ffff 0xffffff 0xbbbbbb 0x000000 0xbbbbbb
NightLionv2                    0x4c4c4c 0xbb0000 0x04f623 0xf3f167 0x64d0f0 0xce6fdb 0x00dadf 0xbbbbbb 0x555555 0xff5555 0x7df71d 0xffff55 0x62cbe8 0xff9bf5 0x00ccd8 0xffffff 0xbbbbbb 0x171717 0xbbbbbb
Oceanic-Next                   0x121c21 0xe44754 0x89bd82 0xf7bd51 0x5486c0 0xb77eb8 0x50a5a4 0xffffff 0x52606b 0xe44754 0x89bd82 0xf7bd51 0x5486c0 0xb77eb8 0x50a5a4 0xffffff 0xb3b8c3 0x121b21 0xb3b8c3
PaleNightHC                    0x000000 0xf07178 0xc3e88d 0xffcb6b 0x82aaff 0xc792ea 0x89ddff 0xffffff 0x666666 0xf6a9ae 0xdbf1ba 0xffdfa6 0xb4ccff 0xddbdf2 0xb8eaff 0x999999 0xcccccc 0x3e4251 0xffcb6b
PoppingandLocking              0x1d2021 0xcc241d 0x98971a 0xd79921 0x458588 0xb16286 0x689d6a 0xa89984 0x928374 0xf42c3e 0xb8bb26 0xfabd2f 0x99c6ca 0xd3869b 0x7ec16e 0xebdbb2 0xebdbb2 0x181921 0xc7c7c7
Raycast_Dark                   0x000000 0xff5360 0x59d499 0xffc531 0x56c2ff 0xcf2f98 0x52eee5 0xffffff 0x000000 0xff6363 0x59d499 0xffc531 0x56c2ff 0xcf2f98 0x52eee5 0xffffff 0xffffff 0x1a1a1a 0xcccccc
Raycast_Light                  0x000000 0xb12424 0x006b4f 0xf8a300 0x138af2 0x9a1b6e 0x3eb8bf 0xffffff 0x000000 0xb12424 0x006b4f 0xf8a300 0x138af2 0x9a1b6e 0x3eb8bf 0xffffff 0x000000 0xffffff 0x000000
SolarizedDark-Patched          0x002831 0xd11c24 0x738a05 0xa57706 0x2176c7 0xc61c6f 0x259286 0xeae3cb 0x475b62 0xbd3613 0x475b62 0x536870 0x708284 0x5956ba 0x819090 0xfcf4dc 0x708284 0x001e27 0x708284
SpaceGray                      0x000000 0xb04b57 0x87b379 0xe5c179 0x7d8fa4 0xa47996 0x85a7a5 0xb3b8c3 0x000000 0xb04b57 0x87b379 0xe5c179 0x7d8fa4 0xa47996 0x85a7a5 0xffffff 0xb3b8c3 0x20242d 0xb3b8c3
SpaceGrayEighties              0x15171c 0xec5f67 0x81a764 0xfec254 0x5486c0 0xbf83c1 0x57c2c1 0xefece7 0x555555 0xff6973 0x93d493 0xffd256 0x4d84d1 0xff55ff 0x83e9e4 0xffffff 0xbdbaae 0x222222 0xbbbbbb
SpaceGrayEightiesDull          0x15171c 0xb24a56 0x92b477 0xc6735a 0x7c8fa5 0xa5789e 0x80cdcb 0xb3b8c3 0x555555 0xec5f67 0x89e986 0xfec254 0x5486c0 0xbf83c1 0x58c2c1 0xffffff 0xc9c6bc 0x222222 0xbbbbbb
TinaciousDesign(Dark)          0x1d1d26 0xff3399 0x00d364 0xffcc66 0x00cbff 0xcc66ff 0x00ceca 0xcbcbf0 0x636667 0xff2f92 0x00d364 0xffd479 0x00cbff 0xd783ff 0x00d5d4 0xd5d6f3 0xcbcbf0 0x1d1d26 0xcbcbf0
TinaciousDesign(Light)         0x1d1d26 0xff3399 0x00d364 0xffcc66 0x00cbff 0xcc66ff 0x00ceca 0xcbcbf0 0x636667 0xff2f92 0x00d364 0xffd479 0x00cbff 0xd783ff 0x00d5d4 0xd5d6f3 0x1d1d26 0xf8f8ff 0xcbcbf0
arcoiris                       0x333333 0xda2700 0x12c258 0xffc656 0x518bfc 0xe37bd9 0x63fad5 0xbab2b2 0x777777 0xffb9b9 0xe3f6aa 0xffddaa 0xb3e8f3 0xcbbaf9 0xbcffc7 0xefefef 0xeee4d9 0x201f1e 0x7a1c1c
ayu                            0x000000 0xff3333 0xb8cc52 0xe7c547 0x36a3d9 0xf07178 0x95e6cb 0xffffff 0x323232 0xff6565 0xeafe84 0xfff779 0x68d5ff 0xffa3aa 0xc7fffd 0xffffff 0xe6e1cf 0x0f1419 0xf29718
ayu_light                      0x000000 0xff3333 0x86b300 0xf29718 0x41a6d9 0xf07178 0x4dbf99 0xffffff 0x323232 0xff6565 0xb8e532 0xffc94a 0x73d8ff 0xffa3aa 0x7ff1cb 0xffffff 0x5c6773 0xfafafa 0xff6a00
catppuccin-frappe              0x51576d 0xe78284 0xa6d189 0xe5c890 0x8caaee 0xf4b8e4 0x81c8be 0xb5bfe2 0x626880 0xe78284 0xa6d189 0xe5c890 0x8caaee 0xf4b8e4 0x81c8be 0xa5adce 0xc6d0f5 0x303446 0xf2d5cf
catppuccin-latte               0x5c5f77 0xd20f39 0x40a02b 0xdf8e1d 0x1e66f5 0xea76cb 0x179299 0xacb0be 0x6c6f85 0xd20f39 0x40a02b 0xdf8e1d 0x1e66f5 0xea76cb 0x179299 0xbcc0cc 0x4c4f69 0xeff1f5 0xdc8a78
catppuccin-macchiato           0x494d64 0xed8796 0xa6da95 0xeed49f 0x8aadf4 0xf5bde6 0x8bd5ca 0xb8c0e0 0x5b6078 0xed8796 0xa6da95 0xeed49f 0x8aadf4 0xf5bde6 0x8bd5ca 0xa5adcb 0xcad3f5 0x24273a 0xf4dbd6
catppuccin-mocha               0x45475a 0xf38ba8 0xa6e3a1 0xf9e2af 0x89b4fa 0xf5c2e7 0x94e2d5 0xbac2de 0x585b70 0xf38ba8 0xa6e3a1 0xf9e2af 0x89b4fa 0xf5c2e7 0x94e2d5 0xa6adc8 0xcdd6f4 0x1e1e2e 0xf5e0dc
coffee_theme                   0x000000 0xc91b00 0x00c200 0xc7c400 0x0225c7 0xca30c7 0x00c5c7 0xc7c7c7 0x686868 0xff6e67 0x5ffa68 0xfffc67 0x6871ff 0xff77ff 0x60fdff 0xffffff 0x000000 0xf5deb3 0xc7c7c7
cyberpunk                      0x000000 0xff7092 0x00fbac 0xfffa6a 0x00bfff 0xdf95ff 0x86cbfe 0xffffff 0x000000 0xff8aa4 0x21f6bc 0xfff787 0x1bccfd 0xe6aefe 0x99d6fc 0xffffff 0xe5e5e5 0x332a57 0x21f6bc
darkermatrix                   0x091013 0x002e18 0x6fa64c 0x595900 0x00cb6b 0x412a4d 0x125459 0x002e19 0x333333 0x00381d 0x90d762 0xe2e500 0x00ff87 0x412a4d 0x176c73 0x00381e 0x28380d 0x070c0e 0x373a26
darkmatrix                     0x091013 0x006536 0x6fa64c 0x7e8000 0x2c9a84 0x452d53 0x114d53 0x006536 0x333333 0x00733d 0x90d762 0xe2e500 0x46d8b8 0x4a3059 0x12545a 0x006536 0x3e5715 0x070c0e 0x9fa86e
dayfox                         0x352c24 0xa5222f 0x396847 0xac5402 0x2848a9 0x6e33ce 0x287980 0xf2e9e1 0x534c45 0xb3434e 0x577f63 0xb86e28 0x4863b6 0x8452d5 0x488d93 0xf4ece6 0x3d2b5a 0xf6f2ee 0x3d2b5a
deep                           0x000000 0xd70005 0x1cd915 0xd9bd26 0x5665ff 0xb052da 0x50d2da 0xe0e0e0 0x535353 0xfb0007 0x22ff18 0xfedc2b 0x9fa9ff 0xe09aff 0x8df9ff 0xffffff 0xcdcdcd 0x090909 0xd0d0d0
duckbones                      0x0e101a 0xe03600 0x5dcd97 0xe39500 0x00a3cb 0x795ccc 0x00a3cb 0xebefc0 0x2b2f46 0xff4821 0x58db9e 0xf6a100 0x00b4e0 0xb3a1e6 0x00b4e0 0xb3b692 0xebefc0 0x0e101a 0xedf2c2
farmhouse-dark                 0x1d2027 0xba0004 0x549d00 0xc87300 0x0049e6 0x9f1b61 0x1fb65c 0xe8e4e1 0x394047 0xeb0009 0x7ac100 0xea9a00 0x006efe 0xbf3b7f 0x19e062 0xf4eef0 0xe8e4e1 0x1d2027 0x006efe
farmhouse-light                0x1d2027 0x8d0003 0x3a7d00 0xa95600 0x092ccd 0x820046 0x229256 0xe8e4e1 0x394047 0xeb0009 0x7ac100 0xea9a00 0x006efe 0xbf3b7f 0x19e062 0xf4eef0 0x1d2027 0xe8e4e1 0x006efe
