# -*- fill-column: 79 -*-
#
# This file contains named palettes that can be specified to "bleopt
# colorglass_base16_palette".  The first column is the name of the palette.
# The next 16 values ($2..$17) provides the codes of the basic 16 colors.  $18
# and $19 is the default foreground and background colors, and $20 is the
# cursor color, if available.

# https://github.com/akinomyoga/contra
HotDogStand                    0x000000 0xffff54 0xffff54 0xffff54 0x000000 0xffff54 0xffffff 0xc6c6c6 0x000000 0xffff54 0xffff54 0xffff54 0x000000 0xffff54 0xffffff 0xc6c6c6 0xffffff 0xea3323 0xffff54
HotDogStand(Mustard)           0x000000 0xea3323 0xea3323 0xea3323 0x000000 0xea3323 0x000000 0xb9b9b9 0x000000 0xea3323 0xea3323 0xea3323 0x000000 0xea3323 0x000000 0xc6c6c6 0x000000 0xffff54 0xea3323
Hurtado                        0x575757 0xff1b00 0xa5e055 0xfbe74a 0x496487 0xfd5ff1 0x86e9fe 0xcbcccb 0x404040 0xd51d00 0xa5df55 0xfbe84a 0x89beff 0xc001c1 0x86eafe 0xdbdbdb 0xdbdbdb 0x000000 0xbbbbbb
Hybrid                         0x2a2e33 0xb84d51 0xb3bf5a 0xe4b55e 0x6e90b0 0xa17eac 0x7fbfb4 0xb5b9b6 0x434548 0x8d2e32 0x798431 0xe58a50 0x4b6b88 0x6e5079 0x4d7b74 0x5a626a 0xb7bcba 0x161719 0xb7bcba
IBM5153CGA                     0x141414 0xd03333 0x1bd01b 0xd08c1b 0x1b1bd0 0xd01bd0 0x1bd0d0 0xcecece 0x4e4e4e 0xdc4e4e 0x4edc4e 0xf3f34e 0x4e4edc 0xf34ef3 0x4ef3f3 0xffffff 0xcecece 0x141414 0xcecece
IBM5153CGA(Black)              0x000000 0xc40000 0x00c400 0xc47e00 0x0000c4 0xc400c4 0x00c4c4 0xc4c4c4 0x4e4e4e 0xdc4e4e 0x4edc4e 0xf3f34e 0x4e4edc 0xf34ef3 0x4ef3f3 0xffffff 0xc4c4c4 0x000000 0xc4c4c4
ICGreenPPL                     0x014401 0xff2736 0x41a638 0x76a831 0x2ec3b9 0x50a096 0x3ca078 0xe6fef2 0x106910 0xb4fa5c 0xaefb86 0xdafa87 0x2efaeb 0x50fafa 0x3cfac8 0xe0f1dc 0xe0f1dc 0x2c2c2c 0x47fa6b
ICOrangePPL                    0x000000 0xc13900 0xa4a900 0xcaaf00 0xbd6d00 0xfc5e00 0xf79500 0xffc88a 0x6a4f2a 0xff8c68 0xf6ff40 0xffe36e 0xffbe55 0xfc874f 0xc69752 0xfafaff 0xffcb83 0x262626 0xfc531d
IRBlack                        0x4f4f4f 0xfa6c60 0xa8ff60 0xfffeb7 0x96cafe 0xfa73fd 0xc6c5fe 0xefedef 0x7b7b7b 0xfcb6b0 0xcfffab 0xffffcc 0xb5dcff 0xfb9cfe 0xe0e0fe 0xffffff 0xf1f1f1 0x000000 0x808080
IRIXConsole                    0x1a1919 0xd42426 0x37a327 0xc29d28 0x0739e2 0x911f9c 0x4497df 0xcccccc 0x767676 0xf34f59 0x45c731 0xf9f2a7 0x4079ff 0xc31ba2 0x6ed7d7 0xf2f2f2 0xf2f2f2 0x0c0c0c 0xc7c7c7
IRIXTerminal                   0x1a1919 0xff2b1e 0x57ff3d 0xffff44 0x0004ff 0xff2cff 0x56ffff 0xffffff 0xffff44 0xffff44 0xffff44 0xfffc72 0xffff44 0xffff44 0xffff44 0xffff44 0xf2f2f2 0x000043 0xc7c7c7
IcebergDark                    0x1e2132 0xe27878 0xb4be82 0xe2a478 0x84a0c6 0xa093c7 0x89b8c2 0xc6c8d1 0x6b7089 0xe98989 0xc0ca8e 0xe9b189 0x91acd1 0xada0d3 0x95c4ce 0xd2d4de 0xc6c8d1 0x161821 0xc6c8d1
IcebergLight                   0xdcdfe7 0xcc517a 0x668e3d 0xc57339 0x2d539e 0x7759b4 0x3f83a6 0x33374c 0x8389a3 0xcc3768 0x598030 0xb6662d 0x22478e 0x6845ad 0x327698 0x262a3f 0x33374c 0xe8e9ec 0x33374c
Idea                           0xadadad 0xfc5256 0x98b61c 0xccb444 0x437ee7 0x9d74b0 0x248887 0x4b4b4b 0xffffff 0xfc7072 0x98b61c 0xffff0b 0x6c9ced 0xfc7eff 0x248887 0x181818 0xadadad 0x202020 0xbbbbbb
IdleToes                       0x323232 0xd25252 0x7fe173 0xffc66d 0x4099ff 0xf680ff 0xbed6ff 0xeeeeec 0x606060 0xf07070 0x9dff91 0xffe48b 0x5eb7f7 0xff9dff 0xdcf4ff 0xffffff 0xffffff 0x323232 0xd6d6d6
JackieBrown                    0x2c1d16 0xef5734 0x2baf2b 0xbebf00 0x246eb2 0xd05ec1 0x00acee 0xbfbfbf 0x666666 0xe50000 0x86a93e 0xe5e500 0x0000ff 0xe500e5 0x00e5e5 0xe5e5e5 0xffcc2f 0x2c1d16 0x23ff18
Japanesque                     0x343935 0xcf3f61 0x7bb75b 0xe9b32a 0x4c9ad4 0xa57fc4 0x389aad 0xfafaf6 0x595b59 0xd18fa6 0x767f2c 0x78592f 0x135979 0x604291 0x76bbca 0xb2b5ae 0xf7f6ec 0x1e1e1e 0xedcf4f
Jellybeans                     0x929292 0xe27373 0x94b979 0xffba7b 0x97bedc 0xe1c0fa 0x00988e 0xdedede 0xbdbdbd 0xffa1a1 0xbddeab 0xffdca0 0xb1d8f6 0xfbdaff 0x1ab2a8 0xffffff 0xdedede 0x121212 0xffa560
JetBrainsDarcula               0x000000 0xfa5355 0x126e00 0xc2c300 0x4581eb 0xfa54ff 0x33c2c1 0xadadad 0x555555 0xfb7172 0x67ff4f 0xffff00 0x6d9df1 0xfb82ff 0x60d3d1 0xeeeeee 0xadadad 0x202020 0xffffff
JetCalmLight                   0x383a42 0xa52a2a 0x556b2f 0x5c3e00 0x4682b4 0xa626a4 0x0997b3 0x6b8e23 0x4f525d 0xdf6c75 0x2e8b57 0x808000 0x008080 0xc577dd 0x008080 0x7b8d9e 0x1c2410 0xededed 0x082108
Jubi                           0x3b3750 0xcf7b98 0x90a94b 0x6ebfc0 0x576ea6 0xbc4f68 0x75a7d2 0xc3d3de 0xa874ce 0xde90ab 0xbcdd61 0x87e9ea 0x8c9fcd 0xe16c87 0xb7c9ef 0xd5e5f1 0xc3d3de 0x262b33 0xc3d3de
KanagawaDragon                 0x0d0c0c 0xc4746e 0x8a9a7b 0xc4b28a 0x8ba4b0 0xa292a3 0x8ea4a2 0xc8c093 0xa6a69c 0xe46876 0x87a987 0xe6c384 0x7fb4ca 0x938aa9 0x7aa89f 0xc5c9c5 0xc5c9c5 0x181616 0xc8c093
KanagawaLotus                  0x1f1f28 0xc84053 0x6f894e 0x77713f 0x4d699b 0xb35b79 0x597b75 0x545464 0x8a8980 0xd7474b 0x6e915f 0x836f4a 0x6693bf 0x624c83 0x5e857a 0x43436c 0x545464 0xf2ecbc 0x43436c
KanagawaWave                   0x090618 0xc34043 0x76946a 0xc0a36e 0x7e9cd8 0x957fb8 0x6a9589 0xc8c093 0x727169 0xe82424 0x98bb6c 0xe6c384 0x7fb4ca 0x938aa9 0x7aa89f 0xdcd7ba 0xdcd7ba 0x1f1f28 0xdcd7ba
Kanagawabones                  0x1f1f28 0xe46a78 0x98bc6d 0xe5c283 0x7eb3c9 0x957fb8 0x7eb3c9 0xddd8bb 0x49495e 0xec818c 0x9ec967 0xf1c982 0x7bc2df 0xa98fd2 0x7bc2df 0xa8a48d 0xddd8bb 0x1f1f28 0xe6e0c2
KansoInk                       0x14171d 0xc4746e 0x8a9a7b 0xc4b28a 0x8ba4b0 0xa292a3 0x8ea4a2 0xc8c093 0xa4a7a4 0xe46876 0x87a987 0xe6c384 0x7fb4ca 0x938aa9 0x7aa89f 0xc5c9c7 0xc5c9c7 0x14171d 0xc5c9c7
KansoMist                      0x22262d 0xc4746e 0x8a9a7b 0xc4b28a 0x8ba4b0 0xa292a3 0x8ea4a2 0xa4a7a4 0x5c6066 0xe46876 0x87a987 0xe6c384 0x7fb4ca 0x938aa9 0x7aa89f 0xc5c9c7 0xc5c9c7 0x22262d 0xc5c9c7
KansoPearl                     0x22262d 0xc84053 0x6f894e 0x77713f 0x4d699b 0xb35b79 0x597b75 0x545464 0x6d6f6e 0xd7474b 0x6e915f 0x836f4a 0x6693bf 0x624c83 0x5e857a 0x43436c 0x22262d 0xf2f1ef 0x22262d
KansoZen                       0x0d0c0c 0xc4746e 0x8a9a7b 0xc4b28a 0x8ba4b0 0xa292a3 0x8ea4a2 0xc8c093 0xa4a7a4 0xe46876 0x87a987 0xe6c384 0x7fb4ca 0x938aa9 0x7aa89f 0xc5c9c7 0xc5c9c7 0x090e13 0xc5c9c7
KarasuNight                    0x0a0a0a 0xe06c75 0x8fbf7a 0xd4b86a 0x7aa2c8 0xb4a1d8 0x76b7b2 0xf5f5f5 0x44403c 0xff5c5c 0xa6d189 0xe8d07d 0x8cb4e2 0xc7b3ee 0x8ad4ce 0xe7e5e4 0xe7e5e4 0x0a0a0a 0xf5f5f5
KarasuSnow                     0x0a0a0a 0xb84755 0x3f7e4a 0x8a6a1f 0x2e5e9b 0x6c4bb8 0x2d7e7a 0xb5b5b5 0x404040 0xd93c3c 0x2f9150 0x9a7a1d 0x2b72c7 0x7b59d6 0x1f968f 0xffffff 0x292524 0xfafafa 0x0a0a0a
KarmaDark                      0x0a0e14 0xfc618d 0x7bd88f 0xfce566 0x5ad4e6 0xaf98e6 0x5ad4e6 0xbab6c0 0x69676c 0xff7ba0 0x9ce3ab 0xfce566 0x7fe0ee 0xc3b0f0 0x7fe0ee 0xf7f1ff 0xf7f1ff 0x0a0e14 0xfce566
KarmaDarkDimmed                0x14181f 0xe87691 0x82c891 0xebd870 0x6cc4d2 0xa892d4 0x6cc4d2 0xa8a4ae 0x5c5a5f 0xe8869c 0x98cea4 0xebd870 0x80c8d2 0xb6a4d6 0x80c8d2 0xe2def0 0xe2def0 0x14181f 0xebd870
KarmaDarkHC                    0x000000 0xff5c87 0x80e598 0xfce566 0x61dceb 0xb9a3ee 0x61dceb 0xd6d2db 0x69676c 0xff8aab 0xa3e9b1 0xfff080 0x87e5f1 0xcab6f4 0x87e5f1 0xffffff 0xffffff 0x000000 0xfce566
KarmaLight                     0x0a0e14 0xfc618d 0x2d972f 0xeeae11 0x5688c7 0x6f42c1 0x5688c7 0x525053 0x999999 0xfc618d 0x2d972f 0xffaa33 0x5688c7 0xa86efd 0x5688c7 0x0a0e14 0x0a0e14 0xffffff 0xa86efd
KarmaLightDimmed               0x1c1f24 0xe07a90 0x4a9a4c 0xd49a26 0x6688b8 0x7c5ab0 0x6688b8 0x5a5860 0x999999 0xe07a90 0x4a9a4c 0xe0a040 0x6688b8 0x9676d0 0x6688b8 0x1c1f24 0x1c1f24 0xf5f3f7 0x9676d0
KarmaLightHC                   0x000000 0xc01650 0x1a6e1c 0x9c6800 0x2f5e9e 0x4d2d9a 0x2f5e9e 0x2e2c30 0x999999 0xc01650 0x1a6e1c 0x9c6800 0x2f5e9e 0x4d2d9a 0x2f5e9e 0x0a0e14 0x000000 0xffffff 0x4d2d9a
KeysOceanSunset                0x101927 0xe85a52 0x4a9a72 0xe89a2e 0x5288b8 0xbc5090 0x5ec8c8 0xa5b5d5 0x344658 0xfc9077 0x62c48e 0xffcb9a 0x5a8fd4 0xfdbfde 0x7ed4e0 0xfff5be 0xb8c8dc 0x0a1018 0xfc9077
KeysOceanSunsetHC              0x7a92a8 0xff6361 0x4ad68a 0xffa600 0x6aa8f0 0xde72b0 0x5edee8 0xc8d8ec 0x8aa0b8 0xff8578 0x72f0a8 0xffd380 0x88c4ff 0xf0a8d8 0x88f0f8 0xfff5be 0xf0f4fa 0x060910 0xff8531
Kibble                         0x4d4d4d 0xc70031 0x29cf13 0xd8e30e 0x3449d1 0x8400ff 0x0798ab 0xe2d1e3 0x5a5a5a 0xf01578 0x6ce05c 0xf3f79e 0x97a4f7 0xc495f0 0x68f2e0 0xffffff 0xf7f7f7 0x0e100a 0x9fda9c
KittyDefault                   0x000000 0xcc0403 0x19cb00 0xcecb00 0x0d73cc 0xcb1ed1 0x0dcdcd 0xdddddd 0x767676 0xf2201f 0x23fd00 0xfffd00 0x1a8fff 0xfd28ff 0x14ffff 0xffffff 0xdddddd 0x000000 0xcccccc
KittyLowContrast               0x000000 0xcc0403 0x19cb00 0xcecb00 0x0d73cc 0xcb1ed1 0x0dcdcd 0xdddddd 0x767676 0xf2201f 0x23fd00 0xfffd00 0x1a8fff 0xfd28ff 0x14ffff 0xffffff 0xffffff 0x333333 0xcccccc
KleinVoid                      0x1a1c24 0xf09890 0xa6c080 0xe8bc75 0x002fa7 0xd49bb5 0x9fc0e5 0xcdc7b8 0x92907a 0xd97757 0xbcc89c 0xf0c880 0xa8bef0 0xc8b4d4 0xb0d0ed 0xf5efde 0xede6d3 0x0b0d14 0xede6d3
Kolorit                        0x1d1a1e 0xff5b82 0x47d7a1 0xe8e562 0x5db4ee 0xda6cda 0x57e9eb 0xededed 0x504d51 0xff5b82 0x47d7a1 0xe8e562 0x5db4ee 0xda6cda 0x57e9eb 0xededed 0xefecec 0x1d1a1e 0xc7c7c7
Konsolas                       0x000000 0xaa1717 0x18b218 0xebae1f 0x2323a5 0xad1edc 0x42b0c8 0xc8c1c1 0x7b716e 0xff4141 0x5fff5f 0xffff55 0x4b4bff 0xff54ff 0x69ffff 0xffffff 0xc8c1c1 0x060606 0xc8c1c1
Kurokula                       0x333333 0xc35a52 0x78b3a9 0xe1b917 0x5c91dd 0x8b79a6 0x867268 0xe0cfc2 0x515151 0xffc34c 0xafffa5 0xfff700 0x90dbff 0xad93ff 0xffcdb6 0xffffff 0xe0cfc2 0x141515 0x7a1c1c
LabFox                         0x2e2e2e 0xfc6d26 0x3eb383 0xfca121 0xdb3b21 0x6b40a8 0x6e49cb 0xffffff 0x535353 0xff6517 0x53eaa8 0xfca013 0xdb501f 0x6a36b6 0x7d53e7 0xffffff 0xffffff 0x2e2e2e 0x7f7f7f
Laser                          0x626262 0xff8373 0xb4fb73 0x09b4bd 0xfed300 0xff90fe 0xd1d1fe 0xf1f1f1 0x8f8f8f 0xffc4be 0xd6fcba 0xfffed5 0xf92883 0xffb2fe 0xe6e7fe 0xffffff 0xf106e3 0x030d18 0x00ff9c
LaterThisEvening               0x2b2b2b 0xd45a60 0xafba67 0xe5d289 0xa0bad6 0xc092d6 0x91bfb7 0x494a4a 0x525454 0xd3232f 0xaabb39 0xe5be39 0x6699d6 0xab53d6 0x5fc0ae 0xc1c2c2 0x959595 0x222222 0x4f4f4f
Lavandula                      0x230046 0x7d1625 0x337e6f 0x7f6f49 0x4f4a7f 0x5a3f7f 0x58777f 0x736e7d 0x443a53 0xe05167 0x52e0c4 0xe0c386 0x8e87e0 0xa776e0 0x9ad4e0 0x8c91fa 0x736e7d 0x050014 0x8c91fa
Letterpress                    0x3a352c 0xb0202a 0x506b24 0x8a5e0a 0x2a5c8a 0x6e4b2e 0x176b5f 0xaeaba4 0x8e886f 0xb0202a 0x506b24 0x8a4fa0 0x2a5c8a 0x176b5f 0x176b5f 0x3a352c 0x3a352c 0xf3ecdf 0x2a5c8a
LightOwl                       0x403f53 0xde3d3b 0x08916a 0xe0af02 0x288ed7 0xd6438a 0x2aa298 0xbdbdbd 0x989fb1 0xde3d3b 0x08916a 0xdaaa01 0x288ed7 0xd6438a 0x2aa298 0xf0f0f0 0x403f53 0xfbfbfb 0x403f53
LiquidCarbon                   0x000000 0xff3030 0x559a70 0xccac00 0x0099cc 0xcc69c8 0x7ac4cc 0xbccccc 0x595959 0xff3030 0x559a70 0xccac00 0x0099cc 0xcc69c8 0x7ac4cc 0xbccccc 0xafc2c2 0x303030 0xffffff
LiquidCarbonTransparent        0x000000 0xff3030 0x559a70 0xccac00 0x0099cc 0xcc69c8 0x7ac4cc 0xbccccc 0x404040 0xff3030 0x559a70 0xccac00 0x0099cc 0xcc69c8 0x7ac4cc 0xbccccc 0xafc2c2 0x000000 0xffffff
LondonBonfireNight             0x1a1418 0xd65a3a 0x6a8a4a 0xe8b048 0x5a7ab8 0xd76aa8 0x88a8c8 0xe8e0c8 0x44403c 0xec7654 0x88a868 0xf5c25c 0x7a96d0 0xed85bc 0xa0bcd6 0xfdf6df 0xe8e0c8 0x0e0c0e 0xe85aa8
LondonColumbiaRoad             0x2a2520 0xc14a4a 0x5a8a3a 0xd4a82c 0x3a7a8a 0xc45f8a 0x5fa89a 0x1f3a2f 0x756a55 0xd96a6a 0x6ea050 0xd8af33 0x5598ab 0xd97aa3 0x7ac0b0 0x142217 0x1f3a2f 0xf8f5ec 0xd4708e
LondonEmbankmentDusk           0x1c2533 0xc5573f 0x6a8e85 0xe2bd5c 0x5e87b3 0x9b86a8 0x82a8b8 0xe8eef2 0x4a566a 0xe07050 0x88aaa3 0xf0cd6c 0x82a4cc 0xb09bc0 0xa0c2d0 0xfafbfc 0xe8eef2 0x161f2c 0xf2c455
LondonSohoNight                0x2a221a 0xd4574a 0x8fae5e 0xe8b04a 0x6a8fb5 0xd96aa5 0x9ab8a8 0xebe0c8 0x6b5a48 0xe87765 0xaac874 0xf4c560 0x88a8c8 0xed85b8 0xb8cebd 0xf8eed2 0xebe0c8 0x1a1612 0xff5db1
Lovelace                       0x282a36 0xf37f97 0x5adecd 0xf2a272 0x8897f4 0xc574dd 0x79e6f3 0xfdfdfd 0x4e5165 0xff4971 0x18e3c8 0xff8037 0x556fff 0xb043d1 0x3fdcee 0xbebec1 0xfdfdfd 0x1d1f28 0xc574dd
ManPage                        0x000000 0xcc0000 0x00a600 0x999900 0x0000b2 0xb200b2 0x00a6b2 0xb2b2b2 0x666666 0xe50000 0x00cc00 0xbfbf00 0x0000ff 0xe500e5 0x00cbcb 0xe5e5e5 0x000000 0xfef49c 0x7f7f7f
Mariana                        0x000000 0xec5f66 0x99c794 0xf9ae58 0x6699cc 0xc695c6 0x5fb4b4 0xf7f7f7 0x666666 0xf97b58 0xacd1a8 0xfac761 0x85add6 0xd8b6d8 0x82c4c4 0xffffff 0xd8dee9 0x343d46 0xfcbb6a
MatchaZen                      0x354029 0xc2452a 0x4e8c2e 0x927000 0x2e7c78 0x7e5ba6 0x2a8585 0x56664a 0x97a887 0xc2452a 0x4e8c2e 0xb05a1e 0x2e7c78 0x7e5ba6 0x2a8585 0x354029 0x354029 0xf5f7ea 0x4e8c2e
Material                       0x212121 0xb7141f 0x457b24 0xf6981e 0x134eb2 0x560088 0x0e717c 0xafafaf 0x424242 0xe83b3f 0x7aba3a 0xbfaa00 0x54a4f3 0xaa4dbc 0x26bbd1 0xd9d9d9 0x232322 0xeaeaea 0x16afca
MaterialDark                   0x212121 0xb7141f 0x457b24 0xf6981e 0x134eb2 0x701aa2 0x0e717c 0xefefef 0x4f4f4f 0xe83b3f 0x7aba3a 0xffea2e 0x54a4f3 0xaa4dbc 0x26bbd1 0xd9d9d9 0xe5e5e5 0x232322 0x16afca
MaterialDarker                 0x000000 0xff5370 0xc3e88d 0xffcb6b 0x82aaff 0xc792ea 0x89ddff 0xffffff 0x545454 0xff5370 0xc3e88d 0xffcb6b 0x82aaff 0xc792ea 0x89ddff 0xffffff 0xeeffff 0x212121 0xffffff
MaterialDesignColors           0x435b67 0xfc3841 0x5cf19e 0xfed032 0x37b6ff 0xfc226e 0x59ffd1 0xffffff 0xa1b0b8 0xfc746d 0xadf7be 0xfee16c 0x70cfff 0xfc669b 0x9affe6 0xffffff 0xe7ebed 0x1d262a 0xeaeaea
MaterialOcean                  0x546e7a 0xff5370 0xc3e88d 0xffcb6b 0x82aaff 0xc792ea 0x89ddff 0xffffff 0x546e7a 0xff5370 0xc3e88d 0xffcb6b 0x82aaff 0xc792ea 0x89ddff 0xffffff 0x8f93a2 0x0f111a 0xffcc00
Mathias                        0x000000 0xe52222 0xa6e32d 0xfc951e 0xc48dff 0xfa2573 0x67d9f0 0xf2f2f2 0x555555 0xff5555 0x55ff55 0xffff55 0x5555ff 0xff55ff 0x55ffff 0xffffff 0xbbbbbb 0x000000 0xbbbbbb
Matrix                         0x0f191c 0x23755a 0x82d967 0xffd700 0x3f5242 0x409931 0x50b45a 0x507350 0x688060 0x2fc079 0x90d762 0xfaff00 0x4f7e7e 0x11ff25 0xc1ff8a 0x678c61 0x426644 0x0f191c 0x384545
MatteBlack                     0x333333 0xd35f5f 0xffc107 0xb91c1c 0xe68e0d 0xd35f5f 0xbebebe 0xbebebe 0x8a8a8d 0x891c1c 0xffc107 0xb90a0a 0xf59e0b 0xb91c1c 0xeaeaea 0xffffff 0xbebebe 0x121212 0xeaeaea
Medallion                      0x000000 0xb64c00 0x7c8b16 0xd3bd26 0x616bb0 0x8c5a90 0x916c25 0xcac29a 0x5e5219 0xff9149 0xb2ca3b 0xffe54a 0xacb8ff 0xffa0ff 0xffbc51 0xfed698 0xcac296 0x1d1908 0xd3ba30
MelangeDark                    0x34302c 0xbd8183 0x78997a 0xe49b5d 0x7f91b2 0xb380b0 0x7b9695 0xc1a78e 0x867462 0xd47766 0x85b695 0xebc06d 0xa3a9ce 0xcf9bc2 0x89b3b6 0xece1d7 0xece1d7 0x292522 0xece1d7
MelangeLight                   0xe9e1db 0xc77b8b 0x6e9b72 0xbc5c00 0x7892bd 0xbe79bb 0x739797 0x7d6658 0xa98a78 0xbf0021 0x3a684a 0xa06d00 0x465aa4 0x904180 0x3d6568 0x54433a 0x54433a 0xf1f1f1 0x54433a
Mellifluous                    0x1a1a1a 0xd29393 0xb3b393 0xcbaa89 0xa8a1be 0xb39fb0 0xc0af8c 0xdadada 0x5b5b5b 0xc95954 0x828040 0xa6794c 0x5a6599 0x9c6995 0x74a39e 0xffffff 0xdadada 0x1a1a1a 0xbfad9e
Mellow                         0x27272a 0xf5a191 0x90b99f 0xe6b99d 0xaca1cf 0xe29eca 0xea83a5 0xc1c0d4 0x424246 0xffae9f 0x9dc6ac 0xf0c5a9 0xb9aeda 0xecaad6 0xf591b2 0xcac9dd 0xc9c7cd 0x161617 0xcac9dd
MesilaOne                      0x101418 0x93867f 0x5cc8ff 0xebb3a9 0xdec1ff 0x7d70ba 0x5cc8ff 0xe9fae3 0x7d70ba 0x93867f 0x5cc8ff 0xebb3a9 0xdec1ff 0x7d70ba 0x5cc8ff 0xe9fae3 0xe9fae3 0x1b1f23 0x5cc8ff
MiamiHeat                      0x2a1a4a 0xff3d7f 0x2ee6b6 0xffcb52 0x29b6ff 0xb86bff 0x18e0ff 0xe6d4ff 0x5e5388 0xff2e97 0x2ee6b6 0xff7847 0x29b6ff 0xb86bff 0x18e0ff 0xfce7ff 0xfce7ff 0x120b2e 0xff2e97
Miasma                         0x000000 0x685742 0x5f875f 0xb36d43 0x78824b 0xbb7744 0xc9a554 0xd7c483 0x666666 0x685742 0x5f875f 0xb36d43 0x78824b 0xbb7744 0xc9a554 0xd7c483 0xc2c2b0 0x222222 0xc7c7c7
MidnightInMojave               0x1e1e1e 0xff453a 0x32d74b 0xffd60a 0x0a84ff 0xbf5af2 0x5ac8fa 0xffffff 0x515151 0xff453a 0x32d74b 0xffd60a 0x0a84ff 0xbf5af2 0x5ac8fa 0xffffff 0xffffff 0x1e1e1e 0x32d74b
Mirage                         0x011627 0xff9999 0x85cc95 0xffd700 0x7fb5ff 0xddb3ff 0x21c7a8 0xffffff 0x575656 0xff9999 0x85cc95 0xffd700 0x7fb5ff 0xddb3ff 0x85cc95 0xffffff 0xa6b2c0 0x1b2738 0xddb3ff
Misterioso                     0x000000 0xff4242 0x74af68 0xffad29 0x338f86 0x9414e6 0x23d7d7 0xe1e1e0 0x626262 0xff3242 0x74cd68 0xffb929 0x23d7d7 0xff37ff 0x00ede1 0xffffff 0xe1e1e0 0x2d3743 0x666666
ModusOperandi                  0x000000 0xa60000 0x006800 0x6f5500 0x0031a9 0x721045 0x005e8b 0xa6a6a6 0x595959 0x972500 0x00663f 0x884900 0x3548cf 0x531ab6 0x005f5f 0x595959 0x000000 0xffffff 0x000000
ModusOperandiTinted            0x000000 0xa60000 0x006800 0x6f5500 0x0031a9 0x721045 0x005e8b 0xa6a6a6 0x595959 0x972500 0x00663f 0x884900 0x3548cf 0x531ab6 0x005f5f 0x595959 0x000000 0xfbf7f0 0xd00000
ModusVivendi                   0x000000 0xff5f59 0x44bc44 0xd0bc00 0x2fafff 0xfeacd0 0x00d3d0 0xa6a6a6 0x595959 0xff7f9f 0x00c06f 0xfec43f 0x79a8ff 0xb6a0ff 0x6ae4b9 0xffffff 0xffffff 0x000000 0xffffff
ModusVivendiTinted             0x0d0e1c 0xff5f59 0x44bc44 0xd0bc00 0x2fafff 0xfeacd0 0x00d3d0 0xa6a6a6 0x595959 0xff6b55 0x00c06f 0xfec43f 0x79a8ff 0xb6a0ff 0x6ae4b9 0xffffff 0xffffff 0x0d0e1c 0xff66ff
Molokai                        0x121212 0xfa2573 0x98e123 0xdfd460 0x1080d0 0x8700ff 0x43a8d0 0xbbbbbb 0x555555 0xf6669d 0xb1e05f 0xfff26d 0x00afff 0xaf87ff 0x51ceff 0xffffff 0xbbbbbb 0x121212 0xbbbbbb
MonaLisa                       0x351b0e 0x9b291c 0x636232 0xc36e28 0x515c5d 0x9b1d29 0x588056 0xf7d75c 0x874228 0xff4331 0xb4b264 0xff9566 0x9eb2b4 0xff5b6a 0x8acd8f 0xffe598 0xf7d66a 0x120b0d 0xc46c32
MonokaiClassic                 0x272822 0xf92672 0xa6e22e 0xe6db74 0xfd971f 0xae81ff 0x66d9ef 0xfdfff1 0x6e7066 0xf92672 0xa6e22e 0xe6db74 0xfd971f 0xae81ff 0x66d9ef 0xfdfff1 0xfdfff1 0x272822 0xc0c1b5
MonokaiPro                     0x2d2a2e 0xff6188 0xa9dc76 0xffd866 0xfc9867 0xab9df2 0x78dce8 0xfcfcfa 0x727072 0xff6188 0xa9dc76 0xffd866 0xfc9867 0xab9df2 0x78dce8 0xfcfcfa 0xfcfcfa 0x2d2a2e 0xc1c0c0
MonokaiProLight                0xfaf4f2 0xe14775 0x269d69 0xcc7a0a 0xe16032 0x7058be 0x1c8ca8 0x29242a 0xa59fa0 0xe14775 0x269d69 0xcc7a0a 0xe16032 0x7058be 0x1c8ca8 0x29242a 0x29242a 0xfaf4f2 0x706b6e
MonokaiProLightSun             0xf8efe7 0xce4770 0x218871 0xb16803 0xd4572b 0x6851a2 0x2473b6 0x2c232e 0xa59c9c 0xce4770 0x218871 0xb16803 0xd4572b 0x6851a2 0x2473b6 0x2c232e 0x2c232e 0xf8efe7 0x72696d
MonokaiProMachine              0x273136 0xff6d7e 0xa2e57b 0xffed72 0xffb270 0xbaa0f8 0x7cd5f1 0xf2fffc 0x6b7678 0xff6d7e 0xa2e57b 0xffed72 0xffb270 0xbaa0f8 0x7cd5f1 0xf2fffc 0xf2fffc 0x273136 0xb8c4c3
MonokaiProOctagon              0x282a3a 0xff657a 0xbad761 0xffd76d 0xff9b5e 0xc39ac9 0x9cd1bb 0xeaf2f1 0x696d77 0xff657a 0xbad761 0xffd76d 0xff9b5e 0xc39ac9 0x9cd1bb 0xeaf2f1 0xeaf2f1 0x282a3a 0xb2b9bd
MonokaiProRistretto            0x2c2525 0xfd6883 0xadda78 0xf9cc6c 0xf38d70 0xa8a9eb 0x85dacc 0xfff1f3 0x72696a 0xfd6883 0xadda78 0xf9cc6c 0xf38d70 0xa8a9eb 0x85dacc 0xfff1f3 0xfff1f3 0x2c2525 0xc3b7b8
MonokaiProSpectrum             0x222222 0xfc618d 0x7bd88f 0xfce566 0xfd9353 0x948ae3 0x5ad4e6 0xf7f1ff 0x69676c 0xfc618d 0x7bd88f 0xfce566 0xfd9353 0x948ae3 0x5ad4e6 0xf7f1ff 0xf7f1ff 0x222222 0xbab6c0
